school_id,school_short_name,school_name,street_address,city,state,zip,website,managed_by_network,geographic_network,school_track,overall_rating,on_probation,years_on_probation,growth_overall_level,student_performance_level,over_time_explore_2010,over_time_plan_2011,over_time_act_2012,average_score_explore_2012,average_score_plan_2012,average_score_act_2012,_5_year_cohort_graduation_rate_2011_percent,_5_year_cohort_graduation_rate_2012_percent,one_year_dropout_rate_2011_percent,one_year_dropout_rate_2012_percent,freshman_on_track_to_graduate_2011_percent,freshman_on_track_to_graduate_2012_percent,college_eligibility_2011_percent,college_eligibility_2012_percent,college_enrollment_2011_percent,college_enrollment_2012_percent,college_retention_2009_percent,college_retention_2010_percent,overall_foundation,involved_families,supportive_environment,ambitious_instruction,effective_leaders,collaborative_teachers,safety,misconducts_resulting_in_suspensions_2011_percent,misconducts_resulting_in_suspensions_2012_percent,average_days_of_suspension_2011,average_days_of_suspension_2012,student_attendance_2011_percent,student_attendance_2012_percent,teacher_attendance_2011_percent,teacher_attendance_2012_percent,healthy_school_certified,x_coordinate,y_coordinate,longitude,latitude,location,growth_explore,growth_plan,growth_act,growth_all_grades,blue_ribbon_award,blue_ribbon_award_year
609711,Harper HS,William Rainey Harper High School,6520 S Wood St,Chicago,IL,60636,http://www.harperhighschool.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 3,Yes,17,Far Below Average,Far Below Average,12.75,13.76,14.6,12.23,13.81,14.6,37,43.10,14.50,12.10,64.20,71.20,5.90,9.80,40.30,38.50,46.70,41.40,Moderately Organized,Neutral,Not Enough Data,Not Enough Data,Neutral,Neutral,Not Enough Data,69.50,44.20,3.3,3,73,78.90,94.70,95,No,1165424.867,1861341.255,-87.66912563,41.77511222,"{'latitude': '-87.66912563', 'longitude': '41.77511222'}",45.60,40.20,,42.60,,
609737,Von Steuben HS,Friedrich W Von Steuben Metropolitan Science HS,5039 N Kimball Ave,Chicago,IL,60625,http://www.vonsteuben.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Above Average,Average,16,16.84,20.2,15.76,17.33,20.2,88.20,88.20,0.80,1.10,76.80,77.30,34.60,38.60,78.50,80.10,84.30,77.30,Organized,Strong,Neutral,Strong,Weak,Neutral,Strong,74.20,71.40,3.3,2.4,87,89.60,95.60,95.40,No,1152840.522,1933431.315,-87.71334969,41.9731926,"{'latitude': '-87.71334969', 'longitude': '41.9731926'}",60.20,69.90,70.90,66.30,,
609762,Julian HS,Percy L Julian High School,10330 S Elizabeth St,Chicago,IL,60643,http://www.pljulianhs.net,Far South Side High School Network,Far South Side High School Network,Standard,Level 2,Yes,9,Above Average,Far Below Average,13.27,13.96,15.5,12.98,14.53,15.5,60.30,55,7.20,6,65.30,65.10,8.30,7.30,54.90,55.80,73.30,71.30,Partially Organized,Neutral,Weak,Neutral,Neutral,Neutral,Weak,18.60,28.50,4.3,4,74.60,75.90,94.20,93.70,No,1169808.363,1836139.004,-87.65378585,41.70585971,"{'latitude': '-87.65378585', 'longitude': '41.70585971'}",61.50,56.30,62.40,60.10,,
609718,Kennedy HS,John F Kennedy High School,6325 W 56th St,Chicago,IL,60638,http://www.kennedyhschicago.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,Yes,9,Above Average,Below Average,15.22,16.07,17.9,15.61,16.27,17.9,53.30,62.30,7.90,7.60,59.70,60.40,24.40,22.60,52.90,51.80,76.10,75,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Neutral,28.80,17.70,1.7,2.1,83,83.10,94.70,94.90,No,1135044.301,1866707.447,-87.78037224,41.79042796,"{'latitude': '-87.78037224', 'longitude': '41.79042796'}",69.10,67.90,61.70,66.40,,
610380,"Williams, D",Daniel Hale Williams Prep School of Medicine,4934 S Wabash Ave,Chicago,IL,60615,http://www.dhwprepmed.org,South Side High School Network,South Side High School Network,Standard,Level 2,No,0,Above Average,Below Average,15.18,15.49,18,15.06,16.68,18,,81.70,1.10,1,90.10,86.30,32.70,18.80,,74.50,,,Moderately Organized,Neutral,Neutral,Strong,Weak,Neutral,Neutral,42.80,35.40,2.9,3.3,91.30,88.90,96.70,96.40,No,1177513.255,1872170.444,-87.62448408,41.80456384,"{'latitude': '-87.62448408', 'longitude': '41.80456384'}",61.50,68.10,57.40,62.70,,
609694,Hancock HS,John Hancock College Preparatory High School,4034 W 56th St,Chicago,IL,60629,http://www.hancockhs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,Yes,6,Above Average,Below Average,14.85,15.18,16.9,14.88,15.84,16.9,56.10,64,7.20,3.90,87.40,91.80,22.60,22,45.90,50.60,66.20,68.20,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18.10,9.70,2.6,3.7,78.20,84,95.90,96.40,No,1150280.45,1867197.827,-87.72449161,41.79149114,"{'latitude': '-87.72449161', 'longitude': '41.79149114'}",65.20,56.80,62.80,61.90,,
609755,Young HS,Whitney M Young Magnet High School,211 S Laflin St,Chicago,IL,60607,http://www.wyoung.org,West Side High School Network,West Side High School Network,Standard,Level 1,No,0,Far Above Average,Far Above Average,21.05,22.99,27,21.19,23.4,27,93.90,91.20,1.30,0.40,96.70,97,89,91.60,88.30,86.90,91.20,90.40,Well-organized,Very Strong,Strong,Strong,Very Strong,Strong,Very Strong,75,43.80,4.4,2.5,94.60,95.50,94.90,95.10,No,1166475.742,1899058.627,-87.66419634,41.87859028,"{'latitude': '-87.66419634', 'longitude': '41.87859028'}",74.10,70.20,66.70,70.40,Yes,2009
609746,Kenwood HS,Kenwood Academy High School,5015 S Blackstone Ave,Chicago,IL,60615,http://www.kenwoodacademy.org,South Side High School Network,South Side High School Network,Standard,Level 2,No,0,Average,Below Average,15.62,16.74,19.3,15.66,16.98,19.3,69.50,76.50,1.90,1.10,70.30,71.50,26.80,30.70,79.70,83,76.20,75.80,Partially Organized,Neutral,Neutral,Neutral,Very Weak,Very Weak,Strong,95.10,97.10,3.9,3.2,88.40,87.80,95.30,95.20,No,1186813.047,1871954.152,-87.59038395,41.80375479,"{'latitude': '-87.59038395', 'longitude': '41.80375479'}",68.00,44.10,62.40,58.50,,
610513,Air Force HS,Air Force Academy High School,3630 S Wells St,Chicago,IL,60609,http://www.afahs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,No,0,Far Above Average,Below Average,14.61,16.14,18.2,15.29,16.27,18.2,,,5,0.70,91.80,97.40,,,,,,,Organized,Neutral,Strong,Neutral,Neutral,Neutral,Neutral,13.10,11.60,3,3.2,93.30,82.90,96.90,97.20,Yes,1175177.622,1880745.126,-87.63279369,41.82814609,"{'latitude': '-87.63279369', 'longitude': '41.82814609'}",74.30,82.90,54.70,70.60,,
610402,Devry HS,DeVry University Advantage Academy HS,3300 N Campbell,Chicago,IL,60618,http://www.devry.cps.k12.il.us,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Not Enough Data,Average,,,21,,,21,,,0.50,0.50,,,40.60,72.50,63.30,83,79.40,83.60,Well-organized,Very Strong,Strong,Very Strong,Very Strong,Very Strong,Very Strong,,63.60,,2.1,96.70,97.60,94.50,97,No,1159059.411,1921900.745,-87.6907993,41.94142629,"{'latitude': '-87.6907993', 'longitude': '41.94142629'}",,,,,,
610389,Orr HS,Orr Academy High School,730 N Pulaski Rd,Chicago,IL,60624,http://www.orracademy.org,AUSL Schools,West Side High School Network,Standard,Level 3,Yes,2,Below Average,Far Below Average,11.93,13.38,14.3,12.03,13.59,14.3,,,20.10,21.40,59.50,42.90,5.80,11.60,51.90,42.40,47.50,61.50,Partially Organized,Very Weak,Neutral,Strong,Very Weak,Weak,Neutral,66.70,52.20,2.5,4.3,66.30,58,95,94.30,No,1149548.53,1904711.708,-87.72620305,41.89444828,"{'latitude': '-87.72620305', 'longitude': '41.89444828'}",,,44.80,44.80,,
609680,Payton HS,Walter Payton College Preparatory High School,1034 N Wells St,Chicago,IL,60610,http://www.wpcp.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Far Above Average,Far Above Average,21.41,23.35,27.8,21.95,23.74,27.8,96.90,90.90,1.90,1.90,90.70,92.30,96.40,93.10,82.40,84.60,96.10,97.10,Well-organized,Very Strong,Very Strong,Very Strong,Strong,Strong,Very Strong,23.50,34.30,3.8,4.1,93.40,93.90,96.10,96.20,No,1174484.638,1907490.082,-87.63453744,41.90155157,"{'latitude': '-87.63453744', 'longitude': '41.90155157'}",75.00,68.80,,72.70,Yes,2008
609732,Steinmetz College Prep HS,Charles P Steinmetz College Preparatory HS,3030 N Mobile Ave,Chicago,IL,60634,http://www.steinmetzac.com,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,Yes,9,Below Average,Below Average,13.28,14.23,16.4,13.95,14.72,16.4,56.70,58.60,8,8.20,70.30,73.60,16.30,15.90,47,48.80,62.10,61.60,Moderately Organized,Neutral,Not Enough Data,Not Enough Data,Neutral,Neutral,Not Enough Data,57.80,36.50,3,3,79.20,82.20,96.20,95.70,Pending,1133838.348,1919613.694,-87.78355194,41.93563171,"{'latitude': '-87.78355194', 'longitude': '41.93563171'}",37.20,59.10,60.50,51.80,,
610543,Solorio HS,Eric Solorio Academy High School,5400 S St Louis Ave,Chicago,IL,60632,http://www.solorioacademy.cps.k12.il.us,AUSL Schools,Southwest Side High School Network,Standard,Not Enough Data,No,0,Not Enough Data,Not Enough Data,,,,14.19,16.54,,,,1.30,3,85.60,84.60,,,,,,,Well-organized,Strong,Strong,Strong,Strong,Very Strong,Neutral,86.20,59,1.8,1.5,92.20,92.20,,97.10,No,1153924.117,1868568.611,-87.71109447,41.79518118,"{'latitude': '-87.71109447', 'longitude': '41.79518118'}",,,,,,
610323,Bowen HS,Bowen High School,2710 E 89th St,Chicago,IL,60617,http://www.bowenhs.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,5,Average,Far Below Average,12.37,13.24,14.2,12.1,13.16,14.2,67.20,56.90,4.10,0.20,62.10,70,16.70,13.30,52.40,53.80,57.80,61.20,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Weak,39.90,39.80,4.2,2.6,75.60,76.40,94.70,95.60,No,1195939.937,1846527.528,-87.55775263,41.73376107,"{'latitude': '-87.55775263', 'longitude': '41.73376107'}",,,54.00,53.40,,
609674,Chicago Vocational HS,Chicago Vocational Career Academy High School,2100 E 87th St,Chicago,IL,60617,http://cvcacademy.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,11,Above Average,Far Below Average,13,13.5,14.7,11.93,13.88,14.7,49.50,55.20,6.80,3.20,44.10,71.70,7,6.40,54,62.30,62.70,59.40,Moderately Organized,Strong,Weak,Neutral,Neutral,Neutral,Weak,37,47.60,3.8,3.8,68.80,80.40,94.60,94.30,No,1191700.593,1847743.551,-87.57324389,41.73720173,"{'latitude': '-87.57324389', 'longitude': '41.73720173'}",64.50,74.50,57.40,64.50,,
610394,Uplift HS,Uplift Community High School,900 W Wilson Ave,Chicago,IL,60640,http://www.uplifths.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Above Average,Below Average,13.6,15.06,16.5,13.93,15.2,16.5,62.40,70.70,1.10,2.80,91.40,84.80,19.60,26.30,65,65.40,60,59.30,Partially Organized,Neutral,Neutral,Neutral,Weak,Neutral,Neutral,30.70,43.10,3.3,3.2,88.70,90.30,95.90,95.10,Pending,1169403.401,1930780.685,-87.65252191,41.96557412,"{'latitude': '-87.65252191', 'longitude': '41.96557412'}",60.60,63.60,62.50,62.20,,
609727,Phillips HS,Wendell Phillips Academy High School,244 E Pershing Rd,Chicago,IL,60653,http://www.phillips.cps.k12.il.us,AUSL Schools,South Side High School Network,Track E,Level 3,Yes,17,Far Below Average,Far Below Average,11.52,13.1,14.1,13.13,14.18,14.1,40.30,41.20,32.80,3.50,32.10,65,2.50,6.90,42.60,39.20,47.50,42.60,Organized,Neutral,Neutral,Strong,Strong,Neutral,Neutral,85.90,92.50,3.2,3.1,63,70.30,96.10,95.40,No,1178735.106,1879229.78,-87.61978794,41.82390751,"{'latitude': '-87.61978794', 'longitude': '41.82390751'}",,,29.30,28.20,,
609741,Hubbard HS,Gurdon S Hubbard High School,6200 S Hamlin Ave,Chicago,IL,60629,http://www.hubbard.cps.k12.il.us,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 3,Yes,1,Far Above Average,Below Average,14.68,15.46,17.8,14.56,15.39,17.8,57.20,62.80,9,7.40,64.50,73.10,30.10,25.40,51.30,59.70,73.50,73.40,Well-organized,Strong,Neutral,Neutral,Very Strong,Strong,Neutral,10.50,27,4.3,3.1,89.30,89.90,96.40,96.80,Pending,1152065.741,1863208.025,-87.71804991,41.78050763,"{'latitude': '-87.71804991', 'longitude': '41.78050763'}",72.50,65.50,70.00,69.50,,
