jp1, jp2, jp_len, corr
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[0.5069930815957107, -0.039802071414630956]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[0.5069930815957107, 0.07732131060737342]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[0.5069930815957107, -0.07659049123367932]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[0.5069930815957107, -0.006864299786506204]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[0.5069930815957107, -0.007405764285390654]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[0.5069930815957107, 0.08744030914576542]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[0.5069930815957107, -0.12336221401128915]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[0.5069930815957107, -0.012549240618681281]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[0.5069930815957107, -0.12336221401128915]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN n2rw-tynt.department,[0.5069930815957107, 0.05152472140829322]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN d3ge-anaz.core_subject_ms_core_and_9_12_only_,[0.5069930815957107, -0.01540591346756664]
wcmg-48ep.grade_level JOIN 64pa-8bza.gradelevel,wcmg-48ep.core_subject_ms_core_and JOIN 43qn-d6r8.department,[0.5069930815957107, -0.04889423010664898]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 7ynj-zrfs.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 6ypq-ih9a.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN pgtq-ht5f.grade,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN sybh-s59s.grade,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN p3r6-jdne.monthcode,[1, -0.07058478267169543]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN urz7-pzb3.grade_,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN wed3-5i35.gradelevel,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 7ztv-6rwb.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 3aka-ggej.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN ub9e-s7ai.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 4hiy-398i.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN d3ge-anaz.grade_,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN xefy-6ent.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 9y7k-h295.created_month,[1, 0.09394362999736229]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN abgn-8q46.grade_,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN yg5a-hytu.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN nurr-mhyi.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 5nz7-hh6t.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 8i43-kna8.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN xffd-vsgf.gradelevel,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN vwxi-2r5k.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN fi8f-t673.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN mefg-rpis.report_date,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN p3r6-jdne.gradelevel,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN sgxc-mnpk.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 7jzh-b7rq.grade,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN a8wp-rerh.effective_date,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN fb26-34vu.grade,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN nnyy-27fp.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN i8ys-e4pm.grade,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN sebv-z45x.community_board,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN vn4m-mk4t.board,[1, -0.08447460050821469]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 4s7y-vm5x.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN bzs3-dh33.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN ebb7-mvp5.month,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN ipu4-2q9a.permit_sequence__,[1, -0.025128830848206336]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN edai-t99u.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 4qii-5cz9.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 82rt-zc4y.grade_,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN smdw-73pj.revenue_month,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN bhwu-wuzu.revenue_month,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 8as3-nzhd.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 8isn-pgv3.city_community_board,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN gez6-674h.grade,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 6wcu-cfa3.grade_,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 4quv-6za7.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,[1, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 4s7y-vm5x.service_category,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN nnyy-27fp.service_category_0k_09_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 4qii-5cz9.service_category_0k_08_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN urc8-8bjy.service_category_0k_09_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 8i43-kna8.service_category,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 82rt-zc4y.service_category_k_9_only_,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 4hiy-398i.service_category_0k_08_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN vwxi-2r5k.service_category,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN dp2s-vccd.program_type,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 5nz7-hh6t.service_category_0k_09_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 3aka-ggej.service_category_0k_08_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN ytjm-yias.service_category_0k_08_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN xkuq-9uzf.program_type,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN by8q-dp62.program_type,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN fb26-34vu.service_category_k_9_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN gez6-674h.service_category_k_9_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 7ynj-zrfs.program_type,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 2vv4-3iny.service_category_0k_09_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN abgn-8q46.service_category_k_9_only_,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN 7yds-6i8e.service_category_k_9_only_,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN wtqm-fd2z.program_type,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN jkyj-m87c.program_type,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN xefy-6ent.service_category,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN qusa-igsv.service_category_0k_08_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.service_category_0k_08_only JOIN edai-t99u.service_category_k_9_only,[0.12308572810263158, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN icps-nwdu.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN weaz-wxw9.core_course_high_schools_only_,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN nwrb-z58j.core_course_high_schools_only_,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN n2rw-tynt.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN d3ge-anaz.core_subject_ms_core_and_9_12_only_,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN ic3t-wcy2.doc__,wcmg-48ep.core_subject_ms_core_and JOIN 43qn-d6r8.department,[0.5069930815957107, 0]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,[1, -0.0369029338752829]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,[1, 0.06160583530954213]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 7ynj-zrfs.grade_level,[1, -0.259089824779556]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 6ypq-ih9a.grade_level,[1, 0.036617595725918245]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN pgtq-ht5f.grade,[1, -0.05951110927094573]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN sybh-s59s.grade,[1, 0.0016956480263353247]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN p3r6-jdne.monthcode,[1, 0]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN urz7-pzb3.grade_,[1, 0.06997607830005127]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN wed3-5i35.gradelevel,[1, -0.004123463991125875]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 7ztv-6rwb.grade_level,[1, 0.3766615997500782]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 3aka-ggej.grade_level,[1, -0.05887064083201062]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN ub9e-s7ai.grade_level,[1, -0.05323253356280693]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 4hiy-398i.grade_level,[1, 0.5463734287873268]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN d3ge-anaz.grade_,[1, 0.08068363365843195]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN xefy-6ent.grade_level,[1, -0.023007347690920023]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 9y7k-h295.created_month,[1, 0]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN abgn-8q46.grade_,[1, 0.695754092217594]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN yg5a-hytu.grade_level,[1, -0.09634925530294647]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN nurr-mhyi.grade_level,[1, 0.018343716726641163]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 5nz7-hh6t.grade_level,[1, 0.13203202098696634]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 8i43-kna8.grade_level,[1, -0.07129778248267864]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN xffd-vsgf.gradelevel,[1, -0.05010117596561215]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN vwxi-2r5k.grade_level,[1, -0.06530553580474342]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN fi8f-t673.grade_level,[1, 0.06454631950744352]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN mefg-rpis.report_date,[1, 0.07626991980190016]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN p3r6-jdne.gradelevel,[1, -0.058272298691458786]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN sgxc-mnpk.grade_level,[1, -0.03345452580455541]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 7jzh-b7rq.grade,[1, -0.06313853029484573]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN a8wp-rerh.effective_date,[1, 0.008847815688430676]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN fb26-34vu.grade,[1, 0.05718568117384389]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN nnyy-27fp.grade_level,[1, 0.32712891149378387]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN i8ys-e4pm.grade,[1, -0.0526471523009286]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN sebv-z45x.community_board,[1, -0.001910179991772354]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN vn4m-mk4t.board,[1, 0]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 4s7y-vm5x.grade_level,[1, -0.04419082953494785]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN bzs3-dh33.grade_level,[1, 0.11701309123005676]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN ebb7-mvp5.month,[1, -0.05439105692811081]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN ipu4-2q9a.permit_sequence__,[1, 0]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN edai-t99u.grade_level,[1, -0.1519492419346898]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 4qii-5cz9.grade_level,[1, -0.009735435915458814]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 82rt-zc4y.grade_,[1, 0.17366679577147986]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN smdw-73pj.revenue_month,[1, -0.050482057134398586]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN bhwu-wuzu.revenue_month,[1, 0.02598063571767301]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 8as3-nzhd.grade_level,[1, -0.164528566772952]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 8isn-pgv3.city_community_board,[1, 0.008442390014095962]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN gez6-674h.grade,[1, 0.1970732200869483]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 6wcu-cfa3.grade_,[1, 0.013569977072238408]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 4quv-6za7.grade_level,[1, 0.8372589545030045]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,[1, 0.006312399585668381]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,[0.12308572810263158, 0.06344115842244402]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,[0.12308572810263158, -0.10744479523050286]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,[0.12308572810263158, -0.005297840476198157]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 4s7y-vm5x.service_category,[0.12308572810263158, 0.03045208712187296]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN nnyy-27fp.service_category_0k_09_only,[0.12308572810263158, 0.021406784010842082]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 4qii-5cz9.service_category_0k_08_only,[0.12308572810263158, -0.2348603170677511]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN urc8-8bjy.service_category_0k_09_only,[0.12308572810263158, 0.1433516488731643]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 8i43-kna8.service_category,[0.12308572810263158, 0.03324832109791184]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 82rt-zc4y.service_category_k_9_only_,[0.12308572810263158, 0.03898625459590155]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 4hiy-398i.service_category_0k_08_only,[0.12308572810263158, 0.15985612798547172]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN vwxi-2r5k.service_category,[0.12308572810263158, -0.043617315988547636]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN dp2s-vccd.program_type,[0.12308572810263158, -0.16448142523862821]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 5nz7-hh6t.service_category_0k_09_only,[0.12308572810263158, 0.10996050050956997]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 3aka-ggej.service_category_0k_08_only,[0.12308572810263158, -0.14064411667083423]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN ytjm-yias.service_category_0k_08_only,[0.12308572810263158, -0.11151360937831438]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN xkuq-9uzf.program_type,[0.12308572810263158, -0.13710427697565836]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN by8q-dp62.program_type,[0.12308572810263158, 0.00797471655681165]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN fb26-34vu.service_category_k_9_only,[0.12308572810263158, 0.0015464926808728854]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN gez6-674h.service_category_k_9_only,[0.12308572810263158, 0.0164899744162159]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 7ynj-zrfs.program_type,[0.12308572810263158, -0.018651964108708296]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 2vv4-3iny.service_category_0k_09_only,[0.12308572810263158, 0.11774685927699002]
